"Date","Price","Open","High","Low","Vol.","Change %"
"20-02-2026","1,511.50","1,513.30","1,529.20","1,505.20","1.13M","-0.12%"
"19-02-2026","1,513.30","1,550.00","1,550.80","1,506.70","984.39K","-2.42%"
"18-02-2026","1,550.80","1,565.00","1,565.00","1,540.00","1.33M","-0.99%"
"17-02-2026","1,566.30","1,545.00","1,576.50","1,535.70","3.17M","1.70%"
"16-02-2026","1,540.10","1,517.50","1,545.50","1,495.30","1.64M","1.39%"
"13-02-2026","1,519.00","1,543.00","1,543.00","1,507.00","1.84M","-1.60%"
"12-02-2026","1,543.70","1,542.10","1,551.00","1,532.50","1.11M","-0.62%"
"11-02-2026","1,553.40","1,554.70","1,559.40","1,539.20","1.36M","-0.08%"
"10-02-2026","1,554.70","1,565.00","1,568.00","1,525.00","1.64M","-0.45%"
"09-02-2026","1,561.70","1,575.90","1,583.90","1,554.50","1.76M","0.71%"
"06-02-2026","1,550.70","1,563.00","1,575.50","1,527.00","4.43M","-1.24%"
"05-02-2026","1,570.20","1,568.00","1,577.70","1,548.60","3.29M","0.15%"
"04-02-2026","1,567.90","1,529.90","1,572.30","1,508.50","6.63M","2.42%"
